id,hand_player,opponent_high_card,opponent_high_card_suit,opponent_medium_card,opponent_medium_card_suit,opponent_low_card,opponent_low_card_suit,self_high_card,self_high_card_suit,self_medium_card,self_medium_card_suit,self_low_card,self_low_card_suit,opponent_round_0,self_round_0,opponent_round_1,self_round_1,opponent_round_2,self_round_2,round_1_winner,round_2_winner,round_3_winner,who_asked_envido,who_asked_falta_envido,who_asked_real_envido,opponent_points_envido,self_points_envido,who_refused_envido,who_won_envido,balance_envido,who_asked_flor,who_asked_contra_flor,who_asked_contra_flor_resto,who_asked_truco,when_asked_truco,who_asked_retruco,when_asked_retruco,who_asked_vale_quatro,when_asked_vale_quatro,who_refused_truco,who_won_truco,balance_truco,opponent_old_points,self_old_points,opponent_new_points,self_new_points,opponent_hand_balance,self_hand_balance,opponent_hand_quality,self_hand_quality
137,2,3,2,3,1,2,4,8,3,4,1,2,1,3,4,-10,8,-10,0,2,2,2,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,0,6,0,1,8,14
138,1,24,2,16,1,16,4,7,3,4,1,2,1,16,2,16,1,-46,1,1,1,1,0,0,0,3,7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,6,2,6,2,0,56,13
139,2,7,2,4,4,4,2,16,3,12,3,6,3,7,6,4,12,-10,16,-10,2,2,0,0,0,7,2,0,0,0,0,0,0,2,2,1,2,0,0,0,2,3,2,6,2,9,0,3,15,34
140,2,12,3,7,4,2,2,16,2,16,4,6,4,2,16,-46,1,-15,1,-130,-130,-130,0,0,0,5,2,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,4,12,4,13,0,1,21,38
141,1,7,4,3,1,3,3,52,2,16,1,8,1,3,8,3,16,-15,NULL,2,2,2,0,1,0,6,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,4,13,5,14,1,1,13,76
142,2,42,1,7,2,2,3,50,3,16,4,1,4,2,1,7,16,42,50,1,2,2,2,0,1,7,4,2,1,2,0,0,0,1,1,2,1,1,1,0,2,4,5,14,7,18,2,4,51,67
143,1,24,4,24,4,6,4,8,1,8,3,7,3,24,-1,6,8,24,8,1,2,1,0,1,0,3,0,2,1,1,0,0,0,1,1,2,2,1,3,0,1,4,7,18,12,18,5,0,54,23
144,2,8,4,4,1,1,1,3,4,3,2,2,2,4,3,1,3,-15,1,1,2,-130,0,0,2,27,6,0,2,3,0,0,0,2,2,0,0,0,0,1,2,1,12,18,12,22,0,4,13,8
145,1,8,2,7,3,2,1,50,2,8,4,7,4,2,7,-10,8,-10,0,2,2,2,0,1,0,20,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,12,22,13,23,1,1,17,65
146,2,8,2,8,1,6,4,24,3,6,2,3,2,6,3,8,24,8,6,1,2,1,0,0,0,0,6,0,0,0,0,0,0,2,2,1,2,0,0,0,1,3,13,23,16,23,3,0,22,33
147,1,40,2,6,2,3,2,7,3,2,1,1,1,6,7,3,1,40,1,2,1,1,0,0,1,7,5,2,1,1,0,0,0,2,1,1,1,0,0,0,1,3,0,0,4,0,4,0,49,10
148,2,24,1,16,4,8,3,12,2,1,2,1,2,8,1,16,1,-46,1,1,1,1,2,0,0,3,4,1,2,1,0,0,0,1,1,0,0,0,0,0,1,2,4,0,6,1,2,1,48,14
149,1,24,4,16,2,2,3,50,1,12,4,6,4,24,6,2,12,-10,50,-10,2,2,0,0,0,5,1,0,0,0,0,0,0,1,1,2,1,0,0,0,2,3,6,1,6,4,0,3,42,68
150,2,24,4,4,4,2,1,16,4,1,2,1,2,24,16,2,1,-46,1,1,1,1,2,0,0,35,4,0,0,0,1,0,0,2,2,0,0,0,0,0,1,2,6,4,11,4,5,0,30,18
151,1,50,4,16,1,8,1,4,1,3,3,1,3,8,-1,-46,1,-46,1,1,1,1,0,0,0,22,7,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,11,4,12,4,1,0,74,8
152,1,24,3,7,2,6,4,12,2,3,2,1,2,6,12,-46,3,-46,1,1,1,1,1,0,0,20,6,0,2,2,0,0,0,2,1,1,2,0,0,2,1,2,16,4,18,6,2,2,37,16
153,2,7,2,1,3,1,2,50,1,3,4,2,4,1,2,-46,1,-15,1,-130,-130,-130,0,0,2,4,6,1,2,1,0,0,0,2,1,0,0,0,0,1,2,1,18,6,18,8,0,2,9,55
154,2,16,2,8,3,4,1,7,4,7,4,3,4,4,3,8,1,-46,1,1,1,1,0,0,2,7,6,1,2,1,0,0,0,1,1,0,0,0,0,0,1,2,18,11,20,12,2,1,28,17
155,1,16,2,4,4,2,4,24,4,8,1,6,1,2,6,-46,0,-15,1,-130,-130,-130,0,0,1,32,3,0,1,3,0,0,0,1,1,2,1,0,0,1,2,2,20,12,23,14,3,2,22,38
156,2,24,4,6,3,1,2,50,3,8,4,3,4,6,3,1,8,-15,50,1,2,2,0,2,0,24,6,0,2,1,0,0,0,2,2,1,3,2,3,1,2,3,23,14,23,18,0,4,31,61
157,1,24,4,6,3,3,2,16,4,12,2,3,2,3,12,6,3,24,16,2,1,1,0,0,0,23,29,0,0,0,2,0,0,2,1,1,2,0,0,0,1,3,0,0,3,3,3,3,33,31
158,2,52,1,50,2,8,4,16,4,3,3,1,3,8,1,-46,1,-46,1,1,1,1,0,0,0,1,6,0,0,0,0,0,0,2,1,1,1,0,0,2,1,2,3,3,5,3,2,0,110,20
159,1,16,4,12,3,6,1,42,2,7,1,3,1,6,7,16,3,12,42,2,1,2,1,0,2,2,33,1,2,2,0,0,0,2,1,1,2,2,3,0,2,4,5,3,5,9,0,6,34,52
160,2,16,1,6,1,1,3,50,2,24,4,3,4,-46,0,-46,1,-15,1,-130,-130,-130,2,0,1,4,6,0,2,5,0,0,0,2,1,0,0,0,0,1,2,1,5,9,5,15,0,6,23,77
161,1,40,2,12,2,2,1,42,2,24,1,1,1,2,24,12,1,40,42,2,1,2,0,0,0,33,34,0,0,0,1,0,0,2,1,1,2,2,3,0,2,4,5,15,8,19,3,4,54,67
162,2,52,1,4,2,3,1,6,3,2,2,2,2,3,2,4,6,52,2,1,2,1,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,19,9,19,1,0,59,10
163,1,16,1,7,2,7,4,6,4,2,2,2,2,7,2,7,2,-46,NULL,1,1,1,1,0,0,2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,9,19,11,19,2,0,30,10
164,2,8,4,8,3,4,2,12,1,7,3,1,3,4,1,8,12,8,7,1,2,1,0,0,0,7,4,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,11,19,13,19,2,0,20,20
166,2,8,2,2,4,2,1,50,1,24,4,16,4,8,16,-10,24,-10,0,2,2,2,0,0,0,5,3,0,0,0,0,0,0,2,1,1,1,0,0,0,2,1,16,19,16,20,0,1,12,90
167,1,16,4,12,4,2,3,7,3,3,3,1,3,12,1,16,1,-46,1,1,1,1,1,0,0,5,30,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,16,20,19,20,3,0,30,11
168,2,16,3,8,2,2,2,42,4,40,1,2,1,2,40,8,2,-15,1,2,1,2,0,0,0,5,7,0,0,0,0,0,0,2,1,1,2,2,3,1,2,3,19,20,19,23,0,3,26,84
169,1,50,4,7,2,1,3,12,4,8,3,1,3,1,8,7,1,50,-1,2,1,1,1,0,0,21,25,2,1,1,0,0,0,1,2,0,0,0,0,0,1,2,0,0,3,0,3,0,58,21
170,2,24,3,16,3,6,4,12,2,4,2,2,2,6,2,16,12,-46,NULL,1,1,1,2,0,0,3,7,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,3,0,6,0,3,0,46,18
171,1,52,1,24,4,6,1,7,4,6,4,2,4,6,7,24,6,52,1,2,1,1,1,0,0,23,5,0,2,2,0,0,0,1,1,0,0,0,0,0,1,2,6,0,8,2,2,2,82,15
172,2,12,3,6,2,3,1,24,3,16,4,3,4,3,16,6,3,12,24,2,1,2,2,0,0,21,6,0,2,2,0,0,0,2,1,1,2,2,3,0,2,4,8,2,8,8,0,6,21,43
173,1,24,3,24,1,7,3,24,4,16,1,7,1,7,16,24,7,24,24,2,1,0,0,0,0,3,3,0,0,0,0,0,0,2,1,1,2,0,0,0,2,3,8,8,8,11,0,3,55,47
175,1,6,2,4,4,2,4,6,3,3,4,1,4,4,3,6,1,-46,NULL,1,1,1,0,0,0,7,30,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,13,11,14,14,1,3,12,10
176,2,8,1,6,2,3,3,24,3,7,3,3,3,8,7,3,3,-46,NULL,1,0,1,2,0,0,6,29,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,14,14,15,15,1,1,17,34
177,1,24,3,7,2,3,3,42,4,16,1,2,1,7,16,3,2,24,42,2,1,2,2,0,0,6,7,1,2,1,0,0,0,2,1,1,2,2,3,0,2,4,15,15,15,20,0,5,34,60
178,2,12,3,6,1,3,4,42,1,16,1,1,1,3,16,6,1,12,42,2,1,2,2,0,1,26,7,2,1,2,0,0,0,1,2,2,3,0,0,0,2,3,15,20,17,23,2,3,21,59
179,1,50,4,24,2,8,4,8,3,2,3,2,3,8,2,-46,1,-46,1,1,1,1,0,0,0,3,5,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,17,23,18,23,1,0,82,12
180,2,40,2,24,3,4,3,24,2,6,4,3,4,4,6,40,24,24,1,2,1,1,2,0,1,30,6,0,1,5,0,0,0,2,1,1,2,0,0,0,1,3,3,0,11,0,8,0,68,33
181,1,12,2,2,3,1,3,24,1,16,3,7,3,-10,1,-10,1,-10,1,2,2,2,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,0,11,1,0,1,15,47
182,2,52,1,16,2,1,2,24,4,6,1,3,1,16,3,1,6,52,24,1,2,1,2,0,0,4,6,1,2,1,0,0,0,1,3,0,0,0,0,0,1,2,11,1,13,2,2,1,69,33
183,1,52,1,8,1,3,4,24,3,6,4,2,4,3,6,52,24,8,1,2,1,1,0,0,0,6,28,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,13,2,15,2,2,0,63,32
184,2,40,2,16,4,16,1,42,3,8,1,6,1,16,6,16,42,40,8,1,2,1,2,0,0,7,27,1,2,1,0,0,0,1,1,2,2,1,3,0,1,4,15,2,19,3,4,1,72,56
185,1,3,1,1,2,1,2,50,4,40,4,8,4,-10,1,-10,1,-10,1,2,2,2,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,19,3,19,4,0,1,5,98
186,2,24,1,7,2,3,3,16,3,4,4,1,4,7,4,3,16,-46,1,1,1,1,2,0,0,6,7,1,2,1,0,0,0,2,2,1,3,0,0,2,1,2,19,4,21,5,2,1,34,21
187,1,24,1,4,4,2,3,24,3,2,2,1,2,2,1,-46,1,-46,1,1,1,1,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,5,22,5,1,0,30,27
189,2,52,1,24,3,4,2,16,4,8,4,3,4,24,8,4,16,-46,1,1,1,1,2,0,0,7,6,1,2,1,0,0,0,2,2,0,0,0,0,0,1,2,2,0,4,1,2,1,80,27
190,1,42,1,3,3,2,3,8,4,7,2,1,2,2,7,3,1,42,1,2,1,1,0,0,0,7,4,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,4,1,6,1,2,0,47,16
191,2,7,3,2,1,1,4,52,1,50,1,12,1,1,12,-46,1,-15,1,-130,-130,-130,1,0,0,29,1,2,1,1,0,0,0,2,1,0,0,0,0,1,2,1,6,1,7,2,1,1,10,114
192,1,8,1,7,4,1,3,16,2,16,1,12,1,1,12,7,16,-15,NULL,2,2,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,2,7,3,0,1,16,44
193,2,16,1,7,3,3,1,42,2,8,1,2,1,16,8,3,42,7,2,1,2,1,2,0,0,6,32,1,2,1,0,0,0,2,2,0,0,0,0,0,1,2,7,3,9,4,2,1,26,52
194,1,24,1,3,1,1,3,7,4,6,1,3,1,1,3,24,6,-10,0,-10,2,2,1,0,0,6,6,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,9,4,10,5,1,1,28,16
195,2,16,2,7,4,4,4,24,2,3,4,1,4,4,3,7,1,-46,1,1,1,1,0,0,0,22,33,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,10,5,11,8,1,3,27,28
196,1,24,2,24,4,1,1,42,4,7,1,4,1,1,4,24,7,24,42,2,1,2,1,0,0,27,34,0,1,2,0,0,0,1,2,2,2,0,0,0,2,3,11,8,13,11,2,3,49,53
197,2,8,4,4,3,3,1,50,3,7,4,1,4,8,7,3,1,-46,1,1,1,1,2,0,1,33,4,0,1,5,0,0,0,0,0,0,0,0,0,0,1,1,13,11,19,11,6,0,15,58
198,1,8,2,6,4,3,3,16,2,16,2,6,2,3,6,-10,16,-10,0,2,2,2,2,0,0,20,2,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,19,11,19,13,0,2,17,38
199,2,40,2,4,1,3,1,7,3,1,3,1,3,3,7,4,1,-46,1,2,1,1,0,0,0,7,4,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,19,13,20,13,1,0,47,9
200,1,24,1,8,4,1,2,40,3,12,2,3,2,-1,3,24,12,8,40,-130,-130,-130,0,0,2,4,34,1,2,1,0,0,0,2,1,1,2,2,3,0,2,4,20,13,20,18,0,5,33,55
201,2,16,3,8,3,1,2,4,2,2,4,1,4,-46,1,-46,1,-46,1,1,1,1,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,18,21,18,1,0,25,7
202,1,24,3,24,1,6,2,24,4,2,1,2,1,6,24,-46,2,-46,1,-130,1,1,0,0,0,3,5,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,21,18,22,18,1,0,54,28
203,2,8,4,6,4,4,2,12,1,6,2,2,2,8,6,6,12,-46,2,1,2,1,2,0,0,7,26,1,2,1,0,0,0,1,3,0,0,0,0,2,1,1,1,1,2,2,1,1,18,20
204,2,16,1,6,1,3,3,16,2,3,4,1,4,6,3,16,16,-46,NULL,1,0,1,0,0,2,6,6,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,6,3,10,3,4,0,25,20
205,1,16,4,12,2,7,4,8,3,3,3,1,3,7,8,12,3,16,1,2,1,1,2,0,0,2,6,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,10,3,11,4,1,1,35,12
206,2,24,3,7,1,3,1,7,3,6,1,2,1,7,7,-46,6,-46,1,0,1,1,0,0,0,23,25,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,11,4,12,4,1,0,34,15
207,1,24,4,7,3,7,3,24,1,12,1,1,1,7,12,7,1,24,24,2,1,0,0,0,0,3,4,0,0,0,0,0,0,1,2,2,3,0,0,0,2,3,12,4,12,7,0,3,38,37
208,2,8,3,3,2,2,3,12,2,7,2,1,2,8,7,3,12,-46,1,1,1,1,1,0,0,31,4,2,1,1,0,0,0,2,2,1,3,0,0,2,1,2,12,7,15,7,3,0,13,20
209,1,40,2,16,4,3,2,16,3,16,1,1,1,16,16,-46,1,-46,1,0,1,1,0,2,0,7,4,1,2,1,0,0,0,1,1,0,0,0,0,2,1,1,15,7,16,8,1,1,59,33
210,2,42,1,4,1,3,4,2,3,1,1,1,1,-46,1,-46,1,-46,1,1,1,1,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,8,17,8,1,0,49,4
211,1,12,2,3,4,1,4,8,2,7,2,6,2,12,6,3,7,-10,8,-10,2,2,1,0,0,27,0,2,1,1,0,0,0,1,3,0,0,0,0,0,2,2,17,8,18,10,1,2,16,21
212,2,6,2,4,1,2,2,24,3,3,1,1,1,2,24,4,3,-15,1,2,1,2,1,0,0,7,6,2,1,1,0,0,0,2,3,0,0,0,0,1,2,1,18,10,19,11,1,1,12,28
213,1,16,4,8,1,7,1,24,1,24,2,12,2,7,12,8,24,-130,NULL,2,2,2,2,0,1,20,3,2,1,2,0,0,0,2,1,0,0,0,0,0,2,2,19,11,21,13,2,2,31,60
215,2,52,1,16,3,12,2,12,1,6,2,1,2,12,12,-46,6,-46,1,0,1,1,0,0,0,23,25,0,0,0,2,0,0,1,2,0,0,0,0,2,1,1,2,5,3,8,1,3,80,19
216,1,16,3,8,2,2,1,7,2,2,4,1,4,8,1,2,7,-46,2,1,2,1,1,0,2,25,5,1,2,2,0,0,0,1,3,0,0,0,0,2,1,1,3,8,4,10,1,2,26,10
217,2,8,1,7,4,4,2,24,3,8,4,6,4,8,8,-10,24,-10,0,0,2,2,1,0,0,7,3,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,4,10,5,11,1,1,19,38
218,2,40,2,6,4,3,2,12,1,7,3,2,3,3,12,40,7,6,2,2,1,1,2,0,0,7,5,1,2,1,0,0,0,1,2,2,3,0,0,0,1,3,5,14,8,15,3,1,49,21
219,1,16,1,3,2,1,1,24,3,8,3,3,3,-10,1,-10,1,-10,1,2,2,2,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,15,8,16,0,1,20,35
220,2,16,2,12,4,4,2,24,3,8,4,7,4,12,7,16,24,-10,8,-10,2,2,2,0,0,7,3,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,8,16,8,18,0,2,32,39
221,1,52,1,24,3,7,4,42,2,8,1,2,1,7,8,52,42,24,1,2,1,1,2,0,0,3,7,1,2,1,0,0,0,2,1,1,2,0,0,0,1,3,8,18,11,19,3,1,83,52
222,2,8,3,6,1,6,3,16,2,7,1,3,1,6,16,8,7,6,1,2,1,1,2,0,0,0,6,1,2,1,0,0,0,2,3,0,0,0,0,0,1,2,11,19,13,20,2,1,20,26
223,1,24,2,7,2,2,1,40,3,8,2,6,2,2,6,24,8,7,40,2,1,2,1,0,2,5,7,0,1,5,0,0,0,2,3,0,0,0,0,0,2,2,13,20,18,22,5,2,33,54
224,1,12,2,4,2,2,2,40,4,24,2,2,2,12,24,4,2,-15,1,2,1,2,0,0,0,7,35,0,0,0,0,0,0,1,2,2,3,0,0,1,2,2,0,0,0,2,0,2,18,66
225,2,40,2,8,3,4,1,52,4,42,1,1,1,4,1,8,42,40,52,1,2,2,2,0,1,7,32,0,2,5,0,0,0,2,2,0,0,0,0,0,2,2,0,2,0,9,0,7,52,95
226,1,12,2,7,3,2,1,8,4,8,3,7,3,7,8,12,7,-46,1,2,1,1,2,0,0,5,0,1,2,1,0,0,0,1,2,0,0,0,0,2,1,1,0,9,1,10,1,1,21,23
227,2,24,1,7,2,2,4,24,2,8,3,1,3,2,1,7,8,24,24,1,2,0,1,0,0,25,4,2,1,1,0,0,0,2,2,0,0,0,0,0,1,2,1,10,4,10,3,0,33,33
228,1,12,3,8,3,1,1,7,2,7,4,4,4,8,4,1,7,-15,1,1,2,-130,1,0,2,4,7,0,2,5,0,0,0,2,2,0,0,0,0,1,2,1,4,10,4,16,0,6,21,18
229,2,40,2,7,1,1,1,24,4,16,2,3,2,7,3,1,16,40,24,1,2,1,0,0,0,7,6,0,0,0,0,0,0,2,2,1,3,0,0,0,1,3,4,16,7,16,3,0,48,43
230,1,16,2,7,3,4,3,42,3,16,1,8,1,7,8,-10,16,-10,0,2,2,2,1,0,0,27,7,2,1,1,0,0,0,2,1,0,0,0,0,0,2,2,7,16,8,18,1,2,27,66
231,2,8,4,6,3,3,1,42,1,8,1,7,1,8,7,6,8,-10,42,-10,2,2,2,0,0,6,27,1,2,1,0,0,0,2,2,0,0,0,0,0,2,2,8,18,8,21,0,3,17,57
232,1,42,1,16,3,3,4,16,3,4,2,3,2,16,3,3,4,42,16,1,2,1,1,0,2,28,7,0,1,5,0,0,0,2,2,1,2,0,0,0,1,3,8,21,16,21,8,0,61,23
233,2,7,2,3,3,3,2,42,1,3,1,3,1,3,3,-46,1,-15,1,0,-130,-130,0,0,0,6,7,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,16,21,16,22,0,1,13,48
234,1,8,1,6,3,4,1,12,1,7,2,6,2,8,12,-10,6,-10,0,2,2,2,1,0,0,20,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,16,22,17,23,1,1,18,25
237,2,4,4,2,1,1,4,12,1,6,3,2,3,-10,12,-10,1,-10,1,2,2,2,1,0,0,29,5,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,4,2,5,1,1,7,20
238,1,42,1,16,4,6,4,24,3,24,1,8,1,6,8,42,24,16,24,2,1,2,0,0,0,7,3,0,0,0,0,0,0,2,1,1,2,2,3,0,2,4,2,5,2,9,0,4,64,56
239,2,24,3,3,4,1,3,24,2,7,1,1,1,24,7,1,24,-15,1,1,2,-130,2,0,0,6,4,1,2,1,0,0,0,2,2,0,0,0,0,1,2,1,2,9,2,11,0,2,28,32
240,1,52,1,6,1,3,3,16,4,16,2,1,2,3,16,6,1,52,16,2,1,1,1,0,0,6,4,2,1,1,0,0,0,1,2,0,0,0,0,0,1,2,2,11,5,11,3,0,61,33
241,2,12,2,6,1,1,4,24,1,3,1,1,1,1,24,6,3,12,1,2,1,1,1,0,0,24,6,2,1,1,0,0,0,2,3,0,0,0,0,0,1,2,5,11,8,11,3,0,19,28
242,1,24,4,7,1,1,1,50,2,2,4,2,4,1,2,7,2,24,50,2,1,2,2,0,0,4,5,1,2,1,0,0,0,1,2,2,2,0,0,0,2,3,8,11,8,15,0,4,32,54
243,2,8,2,7,4,6,4,12,3,8,3,1,3,6,8,-10,12,-10,0,2,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,15,8,16,0,1,21,21
244,1,42,1,8,3,1,2,24,1,6,2,3,2,1,3,8,6,42,24,2,1,1,1,0,0,27,29,0,1,2,0,0,0,2,1,1,2,0,0,0,1,3,8,16,13,16,5,0,51,33
245,2,40,2,24,2,16,3,24,3,4,1,2,1,24,24,-46,4,-46,1,0,1,1,2,0,1,7,7,0,1,5,0,0,0,1,2,0,0,0,0,2,1,1,13,16,19,16,6,0,80,30
246,1,3,4,2,3,1,3,52,2,24,1,3,1,-10,1,-10,1,-10,1,2,2,2,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,19,16,19,17,0,1,6,79
247,2,50,4,24,2,2,3,16,3,7,2,3,2,24,7,2,3,50,16,1,2,1,2,0,0,5,6,1,2,1,0,0,0,2,2,1,3,0,0,0,1,3,19,17,22,18,3,1,76,26
248,1,8,4,7,2,1,4,12,2,4,3,2,3,1,2,7,4,8,12,2,1,2,1,0,0,24,7,2,1,1,0,0,0,1,2,2,2,0,0,0,2,3,22,18,23,21,1,3,16,18
250,2,7,3,6,3,4,4,8,3,4,2,1,2,4,1,6,8,-15,1,1,2,-130,0,0,0,27,7,0,0,0,1,0,0,2,2,0,0,0,0,1,2,1,0,1,3,2,3,1,17,13
251,1,24,4,7,2,2,2,16,4,8,4,6,4,24,6,7,8,-15,1,1,2,-130,1,0,0,23,2,2,1,1,0,0,0,1,1,2,2,0,0,1,2,2,3,2,4,4,1,2,33,30
252,2,8,1,7,3,1,1,7,4,3,3,2,3,7,2,8,3,-46,NULL,1,1,1,0,0,2,4,6,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,4,4,5,5,1,1,16,12
253,1,8,4,3,3,2,3,8,3,8,1,3,1,8,3,3,8,-46,8,1,2,1,0,0,1,31,6,2,1,1,0,0,0,1,3,0,0,0,0,2,1,1,5,5,7,5,2,0,13,19
254,2,16,3,3,4,2,3,7,1,4,1,1,1,-46,1,-46,1,-46,1,1,1,1,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,5,8,5,1,0,21,12
255,1,16,2,12,2,8,2,24,3,6,1,4,1,8,24,12,4,16,1,2,1,1,0,0,0,2,7,0,0,0,0,0,0,1,2,2,3,0,0,0,1,3,8,5,11,5,3,0,36,34
256,2,24,4,3,1,2,2,8,4,6,3,1,3,-10,1,-10,1,-10,1,2,2,2,0,0,1,29,4,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,11,5,12,6,1,1,29,15
257,1,7,3,3,2,2,1,40,4,3,2,2,2,7,2,3,40,-15,1,1,2,-130,0,0,0,6,7,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,12,6,12,7,0,1,12,45
258,2,24,2,7,1,1,3,8,4,4,4,3,4,7,3,1,4,24,8,1,2,1,0,0,0,4,7,0,0,0,0,0,0,1,1,2,2,1,3,0,1,4,12,7,16,7,4,0,32,15
259,1,7,4,7,3,1,2,52,1,3,1,2,1,7,2,7,52,-15,1,1,2,-130,0,0,2,4,6,1,2,1,0,0,0,2,2,0,0,0,0,1,2,1,16,7,16,9,0,2,15,57
260,2,52,1,40,2,7,4,24,2,6,4,2,4,40,2,7,24,52,6,1,2,1,2,0,0,27,28,0,2,2,0,0,0,1,1,2,2,1,2,0,1,4,16,9,20,11,4,2,99,32
261,1,24,2,16,4,3,4,8,3,7,3,4,3,3,4,16,7,24,1,2,1,1,0,0,2,6,7,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,20,11,21,12,1,1,43,19
263,2,16,3,12,1,3,2,16,2,7,2,6,2,12,6,3,7,16,16,1,2,0,2,0,0,6,22,1,2,1,0,0,0,1,1,2,2,0,0,0,1,3,1,3,4,4,3,1,31,29
264,1,16,3,6,3,3,3,24,2,6,2,3,2,6,3,16,24,-15,1,1,2,-130,1,0,0,6,6,2,1,1,0,0,0,2,2,0,0,0,0,1,2,1,4,4,5,5,1,1,25,33
265,2,8,2,4,2,3,3,16,3,2,4,1,4,3,1,4,16,-46,2,1,1,1,2,0,0,7,5,0,2,2,0,0,0,2,2,1,3,0,0,2,1,2,5,5,7,7,2,2,15,19
267,2,24,4,12,3,8,4,24,2,3,3,1,3,8,1,-46,1,-46,1,1,1,1,2,0,0,3,6,1,2,1,0,0,0,1,1,0,0,0,0,2,1,1,10,9,11,10,1,1,44,28
269,1,24,2,3,3,3,1,6,4,3,4,1,4,-10,1,-10,1,-10,1,2,2,2,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,17,11,18,0,1,30,10
270,2,42,1,6,3,6,1,24,2,24,3,2,3,6,2,6,24,42,24,1,2,1,2,0,0,7,5,1,2,1,0,0,0,1,1,2,1,1,3,0,1,4,11,18,15,19,4,1,54,50
271,1,24,3,3,4,2,4,16,3,4,4,3,4,3,4,2,3,-15,NULL,2,2,2,1,0,2,29,35,0,1,5,0,0,0,0,0,0,0,0,0,0,2,1,15,19,20,20,5,1,29,23
272,2,24,4,16,3,8,3,24,2,16,3,6,3,8,6,16,24,24,16,1,2,1,2,0,0,3,25,1,2,1,0,0,0,1,1,2,2,1,3,0,1,4,20,20,24,21,4,1,48,46
274,1,8,4,7,3,1,2,40,2,12,2,3,2,1,3,-46,1,-15,1,-130,-130,-130,0,0,2,4,34,1,2,1,0,0,0,2,1,0,0,0,0,1,2,1,3,3,3,5,0,2,16,55
275,2,52,1,16,3,1,1,12,4,2,3,1,3,-46,1,-46,1,-46,1,1,1,1,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,4,5,1,0,69,15
276,1,6,2,3,3,1,3,42,2,16,1,4,1,1,4,-10,16,-10,0,2,2,2,1,0,0,26,7,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,4,5,5,6,1,1,10,62
277,2,52,1,8,3,4,2,40,1,12,2,2,2,4,2,8,12,52,40,1,2,1,2,0,0,21,33,0,2,2,0,0,0,1,1,2,2,1,2,0,1,4,5,6,9,8,4,2,64,54
278,1,6,4,3,4,1,3,16,2,6,2,4,2,1,4,3,6,-15,NULL,2,2,2,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,8,9,9,0,1,10,26
